number,name,file,source,image_url,source_url
083,黄蜂后,E:\luokewangguo\roco_world_data\data\spirit_images\083_黄蜂后.png,download,https://patchwiki.biligame.com/images/rocom/c/cc/81ny58tuiqt9xd2e6tsi79lf7yigchq.png,https://wiki.biligame.com/rocom/%E9%BB%84%E8%9C%82%E5%90%8E
084,女王蜂,E:\luokewangguo\roco_world_data\data\spirit_images\084_女王蜂.png,download,https://patchwiki.biligame.com/images/rocom/b/b9/ld17fiy8lz2xf36dr203adnux051q7i.png,https://wiki.biligame.com/rocom/%E5%A5%B3%E7%8E%8B%E8%9C%82
084,花魁蜂后,E:\luokewangguo\roco_world_data\data\spirit_images\084_花魁蜂后.png,download,https://patchwiki.biligame.com/images/rocom/7/7c/la0ecwe4eufml69boq4366g7gbnfra1.png,https://wiki.biligame.com/rocom/%E8%8A%B1%E9%AD%81%E8%9C%82%E5%90%8E
085,小夜,E:\luokewangguo\roco_world_data\data\spirit_images\085_小夜.png,download,https://patchwiki.biligame.com/images/rocom/7/72/482iqm8394vdtee3ylwiwyndj9tr8vq.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E5%A4%9C
086,紫夜,E:\luokewangguo\roco_world_data\data\spirit_images\086_紫夜.png,download,https://patchwiki.biligame.com/images/rocom/1/14/ev4kpmwhjhjkpbr8fkexil8olnj0qd5.png,https://wiki.biligame.com/rocom/%E7%B4%AB%E5%A4%9C
087,朔夜伊芙,E:\luokewangguo\roco_world_data\data\spirit_images\087_朔夜伊芙.png,existing,https://patchwiki.biligame.com/images/rocom/4/47/iefezmj355h7aifobba452t5fax5sup.png,https://wiki.biligame.com/rocom/%E6%9C%94%E5%A4%9C%E4%BC%8A%E8%8A%99
088,乖乖鹄,E:\luokewangguo\roco_world_data\data\spirit_images\088_乖乖鹄.png,download,https://patchwiki.biligame.com/images/rocom/5/5a/t2rdnue1b6xwisya3nw5oyti9t2wdur.png,https://wiki.biligame.com/rocom/%E4%B9%96%E4%B9%96%E9%B9%84
089,蓝珠天鹅,E:\luokewangguo\roco_world_data\data\spirit_images\089_蓝珠天鹅.png,download,https://patchwiki.biligame.com/images/rocom/5/5b/qho9vlfx1c2x6kn2a6hrbjx6b7ldqs8.png,https://wiki.biligame.com/rocom/%E8%93%9D%E7%8F%A0%E5%A4%A9%E9%B9%85
090,翠顶夫人,E:\luokewangguo\roco_world_data\data\spirit_images\090_翠顶夫人.png,existing,https://patchwiki.biligame.com/images/rocom/8/8d/0mse3bf6b98dflfbq9bwjeofgi8lo24.png,https://wiki.biligame.com/rocom/%E7%BF%A0%E9%A1%B6%E5%A4%AB%E4%BA%BA
091,黑羽夫人,E:\luokewangguo\roco_world_data\data\spirit_images\091_黑羽夫人.png,existing,https://patchwiki.biligame.com/images/rocom/6/63/6f0vzmzh3c2vr7vu4cli5ppzwcf18di.png,https://wiki.biligame.com/rocom/%E9%BB%91%E7%BE%BD%E5%A4%AB%E4%BA%BA
092,锤头鹳,E:\luokewangguo\roco_world_data\data\spirit_images\092_锤头鹳.png,download,https://patchwiki.biligame.com/images/rocom/c/c8/0kv8ab3s5umo3dbcwsthu9xnpo9y1fc.png,https://wiki.biligame.com/rocom/%E9%94%A4%E5%A4%B4%E9%B9%B3
093,绿草精灵,E:\luokewangguo\roco_world_data\data\spirit_images\093_绿草精灵.png,download,https://patchwiki.biligame.com/images/rocom/1/17/i57n7v6fkt96if840ri0w2jwf07rsgr.png,https://wiki.biligame.com/rocom/%E7%BB%BF%E8%8D%89%E7%B2%BE%E7%81%B5
094,魔草巫灵,E:\luokewangguo\roco_world_data\data\spirit_images\094_魔草巫灵.png,download,https://patchwiki.biligame.com/images/rocom/5/59/1efyfsgz5qsbi73ldyaoxlziimgv58k.png,https://wiki.biligame.com/rocom/%E9%AD%94%E8%8D%89%E5%B7%AB%E7%81%B5
095,记忆石,E:\luokewangguo\roco_world_data\data\spirit_images\095_记忆石.png,existing,https://patchwiki.biligame.com/images/rocom/0/0a/q6hhh7atr12ne3qx79r3q311a3pcmo9.png,https://wiki.biligame.com/rocom/%E8%AE%B0%E5%BF%86%E7%9F%B3
096,咔咔羽毛,E:\luokewangguo\roco_world_data\data\spirit_images\096_咔咔羽毛.png,download,https://patchwiki.biligame.com/images/rocom/e/ed/ob21aol2viw67k7tp5830dj3rzphp66.png,https://wiki.biligame.com/rocom/%E5%92%94%E5%92%94%E7%BE%BD%E6%AF%9B
097,咔咔雀,E:\luokewangguo\roco_world_data\data\spirit_images\097_咔咔雀.png,download,https://patchwiki.biligame.com/images/rocom/9/9a/ap3uj4ncl7ems9nor7p2eekc040rowl.png,https://wiki.biligame.com/rocom/%E5%92%94%E5%92%94%E9%9B%80
098,咔咔鸟,E:\luokewangguo\roco_world_data\data\spirit_images\098_咔咔鸟.png,existing,https://patchwiki.biligame.com/images/rocom/f/fa/9xi3n8libbst7y2xe4bja79hfbmcmmn.png,https://wiki.biligame.com/rocom/%E5%92%94%E5%92%94%E9%B8%9F
099,小草虫,E:\luokewangguo\roco_world_data\data\spirit_images\099_小草虫.png,download,https://patchwiki.biligame.com/images/rocom/a/a3/4wnznw67s6p9vg2jru046cjq7q8qs8w.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E8%8D%89%E8%99%AB
100,草衣虫,E:\luokewangguo\roco_world_data\data\spirit_images\100_草衣虫.png,existing,https://patchwiki.biligame.com/images/rocom/9/92/cxu0820j279llw3cmwkhmhqa0cac6ui.png,https://wiki.biligame.com/rocom/%E8%8D%89%E8%A1%A3%E8%99%AB
101,花衣蝶,E:\luokewangguo\roco_world_data\data\spirit_images\101_花衣蝶.png,download,https://patchwiki.biligame.com/images/rocom/c/ca/ssjrnqrtjz4ftobafu4guizlkdpye0f.png,https://wiki.biligame.com/rocom/%E8%8A%B1%E8%A1%A3%E8%9D%B6
102,绿翼鸟,E:\luokewangguo\roco_world_data\data\spirit_images\102_绿翼鸟.png,download,https://patchwiki.biligame.com/images/rocom/6/64/6legu9g43vllzz0bwdewrpp0f6zmwdu.png,https://wiki.biligame.com/rocom/%E7%BB%BF%E7%BF%BC%E9%B8%9F
103,魔翼鸟,E:\luokewangguo\roco_world_data\data\spirit_images\103_魔翼鸟.png,existing,https://patchwiki.biligame.com/images/rocom/4/4d/di46fdrniv7kdxjfmi5kym1373p4xme.png,https://wiki.biligame.com/rocom/%E9%AD%94%E7%BF%BC%E9%B8%9F
104,魔眷鸟,E:\luokewangguo\roco_world_data\data\spirit_images\104_魔眷鸟.png,existing,https://patchwiki.biligame.com/images/rocom/7/76/qdoq3s6blcshbk7z6iki63glfphv1ap.png,https://wiki.biligame.com/rocom/%E9%AD%94%E7%9C%B7%E9%B8%9F
105,阿米亚特,E:\luokewangguo\roco_world_data\data\spirit_images\105_阿米亚特.png,download,https://patchwiki.biligame.com/images/rocom/0/01/qzl2l4nltxeu187qw1a2ybgfe5qj2tf.png,https://wiki.biligame.com/rocom/%E9%98%BF%E7%B1%B3%E4%BA%9A%E7%89%B9
106,阿米樱,E:\luokewangguo\roco_world_data\data\spirit_images\106_阿米樱.png,existing,https://patchwiki.biligame.com/images/rocom/c/c6/mlsnrq1x6vea9vvb932aajlqpafb72q.png,https://wiki.biligame.com/rocom/%E9%98%BF%E7%B1%B3%E6%A8%B1
107,罗隐,E:\luokewangguo\roco_world_data\data\spirit_images\107_罗隐.png,existing,https://patchwiki.biligame.com/images/rocom/3/38/495925un1xk6eioymvva969ahadlk3m.png,https://wiki.biligame.com/rocom/%E7%BD%97%E9%9A%90
108,风铃鲨,E:\luokewangguo\roco_world_data\data\spirit_images\108_风铃鲨.png,download,https://patchwiki.biligame.com/images/rocom/f/fe/88nqs9bcxmqlj6ad7xoyz36k5fxw4qe.png,https://wiki.biligame.com/rocom/%E9%A3%8E%E9%93%83%E9%B2%A8
109,蓝蝶鲨,E:\luokewangguo\roco_world_data\data\spirit_images\109_蓝蝶鲨.png,download,https://patchwiki.biligame.com/images/rocom/0/0a/ti363dbka1pfizpes11yhv112jlt4j5.png,https://wiki.biligame.com/rocom/%E8%93%9D%E8%9D%B6%E9%B2%A8
110,彩蝶鲨,E:\luokewangguo\roco_world_data\data\spirit_images\110_彩蝶鲨.png,existing,https://patchwiki.biligame.com/images/rocom/5/51/eeqyrw3rswylx1c4sc3kxpzfgu5yqgm.png,https://wiki.biligame.com/rocom/%E5%BD%A9%E8%9D%B6%E9%B2%A8
110,神谕鲨,E:\luokewangguo\roco_world_data\data\spirit_images\110_神谕鲨.png,existing,https://patchwiki.biligame.com/images/rocom/8/87/5os1votqyvev5zau69526mk128ggh29.png,https://wiki.biligame.com/rocom/%E7%A5%9E%E8%B0%95%E9%B2%A8
111,石石,E:\luokewangguo\roco_world_data\data\spirit_images\111_石石.png,download,https://patchwiki.biligame.com/images/rocom/c/c6/ozlttesinkk43ayc3sv3tbab5ckbshi.png,https://wiki.biligame.com/rocom/%E7%9F%B3%E7%9F%B3
112,巨灵石,E:\luokewangguo\roco_world_data\data\spirit_images\112_巨灵石.png,download,https://patchwiki.biligame.com/images/rocom/c/c1/c0lw5946cwte5stco3xurz3c0d98x2t.png,https://wiki.biligame.com/rocom/%E5%B7%A8%E7%81%B5%E7%9F%B3
113,仪使者,E:\luokewangguo\roco_world_data\data\spirit_images\113_仪使者.png,download,https://patchwiki.biligame.com/images/rocom/9/98/a4s6v19kpxbuk9cprtbjxwgs2xwxi70.png,https://wiki.biligame.com/rocom/%E4%BB%AA%E4%BD%BF%E8%80%85
114,仪式之星,E:\luokewangguo\roco_world_data\data\spirit_images\114_仪式之星.png,download,https://patchwiki.biligame.com/images/rocom/a/a3/oomva04tf8o7qrqqakm0jxwilzw3c8o.png,https://wiki.biligame.com/rocom/%E4%BB%AA%E5%BC%8F%E4%B9%8B%E6%98%9F
115,仪式巨像,E:\luokewangguo\roco_world_data\data\spirit_images\115_仪式巨像.png,existing,https://patchwiki.biligame.com/images/rocom/6/6d/5ye4a7k1u4q5lzf6ibnmwb1d3vtzlld.png,https://wiki.biligame.com/rocom/%E4%BB%AA%E5%BC%8F%E5%B7%A8%E5%83%8F
115,祭礼巨像,E:\luokewangguo\roco_world_data\data\spirit_images\115_祭礼巨像.png,existing,https://patchwiki.biligame.com/images/rocom/2/20/2ueygm0fuopiton03rnnqvbe48fv65b.png,https://wiki.biligame.com/rocom/%E7%A5%AD%E7%A4%BC%E5%B7%A8%E5%83%8F
116,小独角兽,E:\luokewangguo\roco_world_data\data\spirit_images\116_小独角兽.png,download,https://patchwiki.biligame.com/images/rocom/e/ec/qdyvecckyuhnazeotxq9wkxwzb4ws8o.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%8B%AC%E8%A7%92%E5%85%BD
117,彩虹独角兽,E:\luokewangguo\roco_world_data\data\spirit_images\117_彩虹独角兽.png,existing,https://patchwiki.biligame.com/images/rocom/f/fe/bpf3jqzgjp0t47cqro78txddkoh70b4.png,https://wiki.biligame.com/rocom/%E5%BD%A9%E8%99%B9%E7%8B%AC%E8%A7%92%E5%85%BD
117,白金独角兽,E:\luokewangguo\roco_world_data\data\spirit_images\117_白金独角兽.png,existing,https://patchwiki.biligame.com/images/rocom/b/b0/6mn7g1bmit3kop684uwf2ns9tg4rsed.png,https://wiki.biligame.com/rocom/%E7%99%BD%E9%87%91%E7%8B%AC%E8%A7%92%E5%85%BD
118,旋叶虫（枯叶的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\118_旋叶虫（枯叶的样子）.png,download,https://patchwiki.biligame.com/images/rocom/5/50/5sdfgyib9xd38jnyswjz8fefm9h8su3.png,https://wiki.biligame.com/rocom/%E6%97%8B%E5%8F%B6%E8%99%AB%EF%BC%88%E6%9E%AF%E5%8F%B6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
118,旋叶虫（金黄的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\118_旋叶虫（金黄的样子）.png,download,https://patchwiki.biligame.com/images/rocom/d/d6/jparkpdxm8e8qe6r164oni4tduf4qsq.png,https://wiki.biligame.com/rocom/%E6%97%8B%E5%8F%B6%E8%99%AB%EF%BC%88%E9%87%91%E9%BB%84%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
119,蓬叶虫（枯叶的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\119_蓬叶虫（枯叶的样子）.png,download,https://patchwiki.biligame.com/images/rocom/6/69/3u9u30vxoygg6q3okswrz5nwim5qfa8.png,https://wiki.biligame.com/rocom/%E8%93%AC%E5%8F%B6%E8%99%AB%EF%BC%88%E6%9E%AF%E5%8F%B6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
119,蓬叶虫（金黄的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\119_蓬叶虫（金黄的样子）.png,download,https://patchwiki.biligame.com/images/rocom/b/ba/p11mh7sopmm5wvvo4b0maw1j31n6vav.png,https://wiki.biligame.com/rocom/%E8%93%AC%E5%8F%B6%E8%99%AB%EF%BC%88%E9%87%91%E9%BB%84%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
120,风滚暮虫（枯叶的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\120_风滚暮虫（枯叶的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/a/a8/23lz5nyrkultfyy2c4dwgqboh21zmuq.png,https://wiki.biligame.com/rocom/%E9%A3%8E%E6%BB%9A%E6%9A%AE%E8%99%AB%EF%BC%88%E6%9E%AF%E5%8F%B6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
120,风滚暮虫（金黄的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\120_风滚暮虫（金黄的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/5/53/i7jmthl2o8l116rbhkn2fyjmhtf57s5.png,https://wiki.biligame.com/rocom/%E9%A3%8E%E6%BB%9A%E6%9A%AE%E8%99%AB%EF%BC%88%E9%87%91%E9%BB%84%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
121,小黑猫,E:\luokewangguo\roco_world_data\data\spirit_images\121_小黑猫.png,download,https://patchwiki.biligame.com/images/rocom/c/c9/8rrqybxt78i08ws9ztf6iqrhpbf61fi.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E9%BB%91%E7%8C%AB
122,黑猫密探,E:\luokewangguo\roco_world_data\data\spirit_images\122_黑猫密探.png,existing,https://patchwiki.biligame.com/images/rocom/5/50/bpobcq4lgfb7e4m0wy3dy5esbqn8hmt.png,https://wiki.biligame.com/rocom/%E9%BB%91%E7%8C%AB%E5%AF%86%E6%8E%A2
122,黑猫巫师,E:\luokewangguo\roco_world_data\data\spirit_images\122_黑猫巫师.png,existing,https://patchwiki.biligame.com/images/rocom/c/cb/9uippciulkrlx979x5xnv9aqoprjcek.png,https://wiki.biligame.com/rocom/%E9%BB%91%E7%8C%AB%E5%B7%AB%E5%B8%88
123,忽幽狸,E:\luokewangguo\roco_world_data\data\spirit_images\123_忽幽狸.png,download,https://patchwiki.biligame.com/images/rocom/7/78/2jxh0kfsg1lzfa640r2nyaz03bcr97j.png,https://wiki.biligame.com/rocom/%E5%BF%BD%E5%B9%BD%E7%8B%B8
124,影狸,E:\luokewangguo\roco_world_data\data\spirit_images\124_影狸.png,existing,https://patchwiki.biligame.com/images/rocom/5/50/cwmitfohkag0d2t5zfu055dhwrm4vxk.png,https://wiki.biligame.com/rocom/%E5%BD%B1%E7%8B%B8
125,多多,E:\luokewangguo\roco_world_data\data\spirit_images\125_多多.png,download,https://patchwiki.biligame.com/images/rocom/c/ce/616cnqj5bbxqzen5zwhzqhst14lpua9.png,https://wiki.biligame.com/rocom/%E5%A4%9A%E5%A4%9A
126,多啦多,E:\luokewangguo\roco_world_data\data\spirit_images\126_多啦多.png,download,https://patchwiki.biligame.com/images/rocom/c/ce/aewpz1647wrfl4r6fzxzem25ia6w3z8.png,https://wiki.biligame.com/rocom/%E5%A4%9A%E5%95%A6%E5%A4%9A
127,古啦多,E:\luokewangguo\roco_world_data\data\spirit_images\127_古啦多.png,download,https://patchwiki.biligame.com/images/rocom/d/d8/nauiiyi051f6jwn5tuy0mrao8j1z1hn.png,https://wiki.biligame.com/rocom/%E5%8F%A4%E5%95%A6%E5%A4%9A
128,哭哭菇,E:\luokewangguo\roco_world_data\data\spirit_images\128_哭哭菇.png,download,https://patchwiki.biligame.com/images/rocom/e/ee/r5ob8gjuzspmnvdafl5zf5836e6bf6g.png,https://wiki.biligame.com/rocom/%E5%93%AD%E5%93%AD%E8%8F%87
129,怖须菇,E:\luokewangguo\roco_world_data\data\spirit_images\129_怖须菇.png,download,https://patchwiki.biligame.com/images/rocom/a/a5/bh34wp7r6rvgj50zw0rz9uh7w1onmvl.png,https://wiki.biligame.com/rocom/%E6%80%96%E9%A1%BB%E8%8F%87
130,怖哭菇,E:\luokewangguo\roco_world_data\data\spirit_images\130_怖哭菇.png,download,https://patchwiki.biligame.com/images/rocom/7/77/0vwsiij65kn8tbfm24x0zxekycspl5d.png,https://wiki.biligame.com/rocom/%E6%80%96%E5%93%AD%E8%8F%87
131,恶魔狼,E:\luokewangguo\roco_world_data\data\spirit_images\131_恶魔狼.png,existing,https://patchwiki.biligame.com/images/rocom/6/6a/8rz167blfbrzzs44u5mq8a0k7im6ap8.png,https://wiki.biligame.com/rocom/%E6%81%B6%E9%AD%94%E7%8B%BC
131,恶魔狼王,E:\luokewangguo\roco_world_data\data\spirit_images\131_恶魔狼王.png,existing,https://patchwiki.biligame.com/images/rocom/c/cd/1qfkgvqe3ah6vtttso6rmj8eeddxh6u.png,https://wiki.biligame.com/rocom/%E6%81%B6%E9%AD%94%E7%8B%BC%E7%8E%8B
132,小电企鹅,E:\luokewangguo\roco_world_data\data\spirit_images\132_小电企鹅.png,download,https://patchwiki.biligame.com/images/rocom/d/d6/4seo2uqqap8978sndkvqzoez1nc8nwy.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%94%B5%E4%BC%81%E9%B9%85
133,电企鹅,E:\luokewangguo\roco_world_data\data\spirit_images\133_电企鹅.png,existing,https://patchwiki.biligame.com/images/rocom/b/be/9br0yfxnfz0dsnrtgc7tlt75qtwxycl.png,https://wiki.biligame.com/rocom/%E7%94%B5%E4%BC%81%E9%B9%85
134,雪豆丁,E:\luokewangguo\roco_world_data\data\spirit_images\134_雪豆丁.png,download,https://patchwiki.biligame.com/images/rocom/d/d8/2thy3gt4khhs6gza0pb6ke0da94ajq8.png,https://wiki.biligame.com/rocom/%E9%9B%AA%E8%B1%86%E4%B8%81
135,雪蛮人,E:\luokewangguo\roco_world_data\data\spirit_images\135_雪蛮人.png,existing,https://patchwiki.biligame.com/images/rocom/e/e4/5jcbqvkc428abblnglyk3ok9nppvy4z.png,https://wiki.biligame.com/rocom/%E9%9B%AA%E8%9B%AE%E4%BA%BA
136,雪巨人,E:\luokewangguo\roco_world_data\data\spirit_images\136_雪巨人.png,existing,https://patchwiki.biligame.com/images/rocom/a/ae/jppthxewnslz9d16550t3owv0hf3emx.png,https://wiki.biligame.com/rocom/%E9%9B%AA%E5%B7%A8%E4%BA%BA
137,呼呼猪,E:\luokewangguo\roco_world_data\data\spirit_images\137_呼呼猪.png,download,https://patchwiki.biligame.com/images/rocom/e/e8/8vuqx5j838k85ddgjcl56zhh42wtfqa.png,https://wiki.biligame.com/rocom/%E5%91%BC%E5%91%BC%E7%8C%AA
138,獠牙猪,E:\luokewangguo\roco_world_data\data\spirit_images\138_獠牙猪.png,existing,https://patchwiki.biligame.com/images/rocom/e/e7/9k7bizwcoun5u7cvgvqgchfd9dmyxou.png,https://wiki.biligame.com/rocom/%E7%8D%A0%E7%89%99%E7%8C%AA
139,雪娃娃,E:\luokewangguo\roco_world_data\data\spirit_images\139_雪娃娃.png,download,https://patchwiki.biligame.com/images/rocom/2/2f/e14xbg7hrv1sv43e1qqhk145dsjcd3x.png,https://wiki.biligame.com/rocom/%E9%9B%AA%E5%A8%83%E5%A8%83
140,冰封怨灵,E:\luokewangguo\roco_world_data\data\spirit_images\140_冰封怨灵.png,download,https://patchwiki.biligame.com/images/rocom/2/20/kgz0l0h5v268zpumgfbqz7nhqtvgyey.png,https://wiki.biligame.com/rocom/%E5%86%B0%E5%B0%81%E6%80%A8%E7%81%B5
141,雪灵,E:\luokewangguo\roco_world_data\data\spirit_images\141_雪灵.png,existing,https://patchwiki.biligame.com/images/rocom/2/20/s8u199aia0fr684sn42zevm9y7jblmz.png,https://wiki.biligame.com/rocom/%E9%9B%AA%E7%81%B5
142,大耳帽兜,E:\luokewangguo\roco_world_data\data\spirit_images\142_大耳帽兜.png,download,https://patchwiki.biligame.com/images/rocom/9/90/5nj4in6eecm1rhiqat7avfogm5l3cx0.png,https://wiki.biligame.com/rocom/%E5%A4%A7%E8%80%B3%E5%B8%BD%E5%85%9C
143,帽兜娃娃,E:\luokewangguo\roco_world_data\data\spirit_images\143_帽兜娃娃.png,download,https://patchwiki.biligame.com/images/rocom/5/5a/q7sirjhoajj2l6afronw9k5u8w84ibs.png,https://wiki.biligame.com/rocom/%E5%B8%BD%E5%85%9C%E5%A8%83%E5%A8%83
144,雪影冰灵,E:\luokewangguo\roco_world_data\data\spirit_images\144_雪影冰灵.png,existing,https://patchwiki.biligame.com/images/rocom/b/b5/q1m8ksutjvlfrfkjqd3o4hda5mac1es.png,https://wiki.biligame.com/rocom/%E9%9B%AA%E5%BD%B1%E5%86%B0%E7%81%B5
144,雪影娃娃,E:\luokewangguo\roco_world_data\data\spirit_images\144_雪影娃娃.png,existing,https://patchwiki.biligame.com/images/rocom/1/12/ixakouy2o2kjsl0ytlhtdzhoukgoq3o.png,https://wiki.biligame.com/rocom/%E9%9B%AA%E5%BD%B1%E5%A8%83%E5%A8%83
145,权杖-Ⅱ,E:\luokewangguo\roco_world_data\data\spirit_images\145_权杖-Ⅱ.png,download,https://patchwiki.biligame.com/images/rocom/2/29/36ojm8e9bg86sdwvq2lru4guexscjpm.png,https://wiki.biligame.com/rocom/%E6%9D%83%E6%9D%96-%E2%85%A1
146,权杖-Ⅴ,E:\luokewangguo\roco_world_data\data\spirit_images\146_权杖-Ⅴ.png,existing,https://patchwiki.biligame.com/images/rocom/1/13/t0s6mddc58b2nr8ezmolme9pn86uty5.png,https://wiki.biligame.com/rocom/%E6%9D%83%E6%9D%96-%E2%85%A4
147,灵狐,E:\luokewangguo\roco_world_data\data\spirit_images\147_灵狐.png,download,https://patchwiki.biligame.com/images/rocom/0/0a/nmkg7ux0y9xb2o2q92ircdz5t11die4.png,https://wiki.biligame.com/rocom/%E7%81%B5%E7%8B%90
148,九尾狐,E:\luokewangguo\roco_world_data\data\spirit_images\148_九尾狐.png,download,https://patchwiki.biligame.com/images/rocom/0/04/6aatpzw69pbptt2uju04hv2tod4ypc9.png,https://wiki.biligame.com/rocom/%E4%B9%9D%E5%B0%BE%E7%8B%90
149,尖嘴狐仙,E:\luokewangguo\roco_world_data\data\spirit_images\149_尖嘴狐仙.png,download,https://patchwiki.biligame.com/images/rocom/b/b1/gqbvamoe1ljcd3be988hlopoxdo44ak.png,https://wiki.biligame.com/rocom/%E5%B0%96%E5%98%B4%E7%8B%90%E4%BB%99
150,里奥,E:\luokewangguo\roco_world_data\data\spirit_images\150_里奥.png,download,https://patchwiki.biligame.com/images/rocom/6/62/mwlzc3o7mx5a5oo646nljqm8jsuhypa.png,https://wiki.biligame.com/rocom/%E9%87%8C%E5%A5%A5
151,灵羽勇士,E:\luokewangguo\roco_world_data\data\spirit_images\151_灵羽勇士.png,download,https://patchwiki.biligame.com/images/rocom/4/44/tmhilmz97pggub3yrsredfnuv5e2jd2.png,https://wiki.biligame.com/rocom/%E7%81%B5%E7%BE%BD%E5%8B%87%E5%A3%AB
152,圣羽翼王,E:\luokewangguo\roco_world_data\data\spirit_images\152_圣羽翼王.png,existing,https://patchwiki.biligame.com/images/rocom/4/40/lbxi6r2yicliuipn8dp7n5pk90xfjo4.png,https://wiki.biligame.com/rocom/%E5%9C%A3%E7%BE%BD%E7%BF%BC%E7%8E%8B
153,松仔,E:\luokewangguo\roco_world_data\data\spirit_images\153_松仔.png,download,https://patchwiki.biligame.com/images/rocom/c/ce/mx2ffpj0hb4meeslt3zqap12rr2empf.png,https://wiki.biligame.com/rocom/%E6%9D%BE%E4%BB%94
154,松叶羊,E:\luokewangguo\roco_world_data\data\spirit_images\154_松叶羊.png,existing,https://patchwiki.biligame.com/images/rocom/1/10/jyqtkp0noekyg69k59jbsmgjv6gjwmz.png,https://wiki.biligame.com/rocom/%E6%9D%BE%E5%8F%B6%E7%BE%8A
155,针叶巡林,E:\luokewangguo\roco_world_data\data\spirit_images\155_针叶巡林.png,existing,https://patchwiki.biligame.com/images/rocom/e/ea/3rpguccru3cfly322suefeqa3oy62vv.png,https://wiki.biligame.com/rocom/%E9%92%88%E5%8F%B6%E5%B7%A1%E6%9E%97
156,小勇狮,E:\luokewangguo\roco_world_data\data\spirit_images\156_小勇狮.png,download,https://patchwiki.biligame.com/images/rocom/a/ae/h52qsm9zkr20bazu590ccljhin1f5ci.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E5%8B%87%E7%8B%AE
157,炽焰狮,E:\luokewangguo\roco_world_data\data\spirit_images\157_炽焰狮.png,download,https://patchwiki.biligame.com/images/rocom/f/f0/rxu5mpa797fea42tmp0o0prbnkfl9ke.png,https://wiki.biligame.com/rocom/%E7%82%BD%E7%84%B0%E7%8B%AE
158,炽心勇狮,E:\luokewangguo\roco_world_data\data\spirit_images\158_炽心勇狮.png,download,https://patchwiki.biligame.com/images/rocom/9/98/1jj3iwg4l6yjpl6zfizm3jz7rmbqe7q.png,https://wiki.biligame.com/rocom/%E7%82%BD%E5%BF%83%E5%8B%87%E7%8B%AE
159,水滴蛇,E:\luokewangguo\roco_world_data\data\spirit_images\159_水滴蛇.png,download,https://patchwiki.biligame.com/images/rocom/f/f5/77ajklz8fw3oeg6kncdco7txsg5jtv0.png,https://wiki.biligame.com/rocom/%E6%B0%B4%E6%BB%B4%E8%9B%87
160,水蛇锁,E:\luokewangguo\roco_world_data\data\spirit_images\160_水蛇锁.png,download,https://patchwiki.biligame.com/images/rocom/7/78/ignv9i4pxcmru908q7s197mn0vlquug.png,https://wiki.biligame.com/rocom/%E6%B0%B4%E8%9B%87%E9%94%81
161,游蛇魔使,E:\luokewangguo\roco_world_data\data\spirit_images\161_游蛇魔使.png,existing,https://patchwiki.biligame.com/images/rocom/b/bf/oggcovajukek3g37v0dti0t7dguqkw2.png,https://wiki.biligame.com/rocom/%E6%B8%B8%E8%9B%87%E9%AD%94%E4%BD%BF
162,公平鸽,E:\luokewangguo\roco_world_data\data\spirit_images\162_公平鸽.png,existing,https://patchwiki.biligame.com/images/rocom/1/14/mfnm7m1309w6i464sm5kuagyb6yzxoi.png,https://wiki.biligame.com/rocom/%E5%85%AC%E5%B9%B3%E9%B8%BD
163,小怂猫,E:\luokewangguo\roco_world_data\data\spirit_images\163_小怂猫.png,download,https://patchwiki.biligame.com/images/rocom/1/14/5se74tvs12feru1mjsfsvfq8c0mr1gg.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E6%80%82%E7%8C%AB
163,小怂猫（山间竹林的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\163_小怂猫（山间竹林的样子）.png,download,https://patchwiki.biligame.com/images/rocom/d/d1/f32k1wjwrvu0dxo75t4nyfkxj6ylfph.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E6%80%82%E7%8C%AB%EF%BC%88%E5%B1%B1%E9%97%B4%E7%AB%B9%E6%9E%97%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
